questionUid,examId,standardUnitKey,subUnitKey,graphRequirement,graphRole,graphGapDisposition,problemImageRef,solutionImageRef,problemImageStatus,problemVisualType,problemVisualStatus,solutionImageStatus,baselineProblemImageHash,baselineSolutionImageHash
h1:original/high/h1/2final/23_금당고_2학기_기말_고1_기출.js_11,original/high/h1/2final/23_금당고_2학기_기말_고1_기출.js,H15-SB-04,H15-SB-04-RATIONAL_GRAPH,UNADJUDICATED,SOLUTION_CANDIDATE,SOLUTION_VISUAL_PRESENT,,assets/images/23_금당고_2학기_기말_고1_기출/q11-solution.svg,ABSENT,,ABSENT,PRESENT,,c6394f57ba8f61f81b3f4015df195df8ba23211163f4bad3e882f681333b33aa
h1:original/high/h1/2final/23_금당고_2학기_기말_고1_기출.js_13,original/high/h1/2final/23_금당고_2학기_기말_고1_기출.js,H15-SB-03,H15-SB-03-INVERSE_FUNCTION,UNADJUDICATED,SOLUTION_CANDIDATE,SOLUTION_VISUAL_PRESENT,,assets/images/23_금당고_2학기_기말_고1_기출/q13-solution.svg,ABSENT,,ABSENT,PRESENT,,cda993be06a07144ccff413a2df8bfa520e6a40235d97266f8c0a0e11a04a17a
h1:original/high/h1/2final/23_금당고_2학기_기말_고1_기출.js_14,original/high/h1/2final/23_금당고_2학기_기말_고1_기출.js,H15-SB-04,H15-SB-04-RATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/23_금당고_2학기_기말_고1_기출.js_16,original/high/h1/2final/23_금당고_2학기_기말_고1_기출.js,H15-SB-03,H15-SB-03-FUNCTION_RELATION,UNADJUDICATED,SOLUTION_CANDIDATE,PRIORITY_1_EXPLICIT_GRAPH_CANDIDATE,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/23_금당고_2학기_기말_고1_기출.js_18,original/high/h1/2final/23_금당고_2학기_기말_고1_기출.js,H15-SB-03,H15-SB-03-COMPOSITE_FUNCTION,UNADJUDICATED,PROBLEM_PRESENT_REVIEW,PRIORITY_1_GRAPH_GAP_CANDIDATE,assets/images/23_금당고_2학기_기말_고1_기출/q18.png,,PRESENT,,PRESENT,ABSENT,89e9d9436fb7f883fb3f1ea7104e377e8c8affb5799e80f32f79bc4a152d77b7,
h1:original/high/h1/2final/23_금당고_2학기_기말_고1_기출.js_20,original/high/h1/2final/23_금당고_2학기_기말_고1_기출.js,H15-SB-05,H15-SB-05-IRRATIONAL_INVERSE,UNADJUDICATED,SOLUTION_CANDIDATE,SOLUTION_VISUAL_PRESENT,,assets/images/23_금당고_2학기_기말_고1_기출/q20-solution.svg,ABSENT,,ABSENT,PRESENT,,a7652209433096d65015774cc47f47d47547a8f1262e371169e2b53c31ea4ee8
h1:original/high/h1/2final/23_금당고_2학기_기말_고1_기출.js_21,original/high/h1/2final/23_금당고_2학기_기말_고1_기출.js,H15-SB-03,H15-SB-03-FUNCTION_RELATION,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/23_금당고_2학기_기말_고1_기출.js_3,original/high/h1/2final/23_금당고_2학기_기말_고1_기출.js,H15-SB-03,H15-SB-03-COMPOSITE_FUNCTION,UNADJUDICATED,SOLUTION_CANDIDATE,PRIORITY_2_GRAPH_SUBUNIT_CANDIDATE,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/23_금당고_2학기_기말_고1_기출.js_4,original/high/h1/2final/23_금당고_2학기_기말_고1_기출.js,H15-SB-03,H15-SB-03-FUNCTION_RELATION,UNADJUDICATED,PROBLEM_PRESENT_REVIEW,PRIORITY_1_GRAPH_GAP_CANDIDATE,assets/images/23_금당고_2학기_기말_고1_기출/q4.png,,PRESENT,,PRESENT,ABSENT,4b2cb43e7c6fd4fb545266e1b18a932b60b839496460c76f2b4e30f071634707,
h1:original/high/h1/2final/23_금당고_2학기_기말_고1_기출.js_5,original/high/h1/2final/23_금당고_2학기_기말_고1_기출.js,H15-SB-05,H15-SB-05-IRRATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/23_금당고_2학기_기말_고1_기출.js_6,original/high/h1/2final/23_금당고_2학기_기말_고1_기출.js,H15-SB-04,H15-SB-04-RATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/23_금당고_2학기_기말_고1_기출.js_7,original/high/h1/2final/23_금당고_2학기_기말_고1_기출.js,H15-SB-04,H15-SB-04-RATIONAL_GRAPH,UNADJUDICATED,SOLUTION_CANDIDATE,SOLUTION_VISUAL_PRESENT,,assets/images/23_금당고_2학기_기말_고1_기출/q07-solution.svg,ABSENT,,ABSENT,PRESENT,,605ed2fa36c243940200955ee550f7655bc4a0674a13436011794930ab0b5bb0
h1:original/high/h1/2final/23_금당고_2학기_기말_고1_기출.js_8,original/high/h1/2final/23_금당고_2학기_기말_고1_기출.js,H15-SB-03,H15-SB-03-INVERSE_FUNCTION,UNADJUDICATED,SOLUTION_CANDIDATE,SOLUTION_VISUAL_PRESENT,,assets/images/23_금당고_2학기_기말_고1_기출/q08-solution.svg,ABSENT,,ABSENT,PRESENT,,b54514acafa5138610a7ec029777d39fb462963e455248b212d38508447792e4
h1:original/high/h1/2final/23_매산여고_2학기_기말_고1_기출.js_1,original/high/h1/2final/23_매산여고_2학기_기말_고1_기출.js,H15-SB-03,H15-SB-03-COMPOSITE_FUNCTION,UNADJUDICATED,SOLUTION_CANDIDATE,PRIORITY_2_GRAPH_SUBUNIT_CANDIDATE,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/23_매산여고_2학기_기말_고1_기출.js_16,original/high/h1/2final/23_매산여고_2학기_기말_고1_기출.js,H15-SB-05,H15-SB-05-IRRATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/23_매산여고_2학기_기말_고1_기출.js_18,original/high/h1/2final/23_매산여고_2학기_기말_고1_기출.js,H15-SB-03,H15-SB-03-FUNCTION_RELATION,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/23_매산여고_2학기_기말_고1_기출.js_19,original/high/h1/2final/23_매산여고_2학기_기말_고1_기출.js,H15-SB-03,H15-SB-03-FUNCTION_RELATION,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/23_매산여고_2학기_기말_고1_기출.js_2,original/high/h1/2final/23_매산여고_2학기_기말_고1_기출.js,H15-SB-03,H15-SB-03-COMPOSITE_FUNCTION,UNADJUDICATED,SOLUTION_CANDIDATE,PRIORITY_2_GRAPH_SUBUNIT_CANDIDATE,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/23_매산여고_2학기_기말_고1_기출.js_20,original/high/h1/2final/23_매산여고_2학기_기말_고1_기출.js,H15-SB-03,H15-SB-03-FUNCTION_RELATION,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/23_매산여고_2학기_기말_고1_기출.js_21,original/high/h1/2final/23_매산여고_2학기_기말_고1_기출.js,H15-SB-03,H15-SB-03-INVERSE_FUNCTION,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/23_매산여고_2학기_기말_고1_기출.js_22,original/high/h1/2final/23_매산여고_2학기_기말_고1_기출.js,H15-SB-05,H15-SB-05-IRRATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,SOLUTION_VISUAL_PRESENT,,assets/images/23_매산여고_2학기_기말_고1_기출/q22-solution.svg,ABSENT,,ABSENT,PRESENT,,5569f35387cd6bc9058de33c079ff69ab41bc7a26b528b38d5a5689354dc760d
h1:original/high/h1/2final/23_매산여고_2학기_기말_고1_기출.js_3,original/high/h1/2final/23_매산여고_2학기_기말_고1_기출.js,H15-SB-03,H15-SB-03-COMPOSITE_FUNCTION,UNADJUDICATED,PROBLEM_PRESENT_REVIEW,PRIORITY_1_GRAPH_GAP_CANDIDATE,assets/images/23_매산여고_2학기_기말_고1_기출/q3.png,,PRESENT,,PRESENT,ABSENT,5792e9bcd78919c9e360c78f2011e5268c10917bfe12f7dc1246680bfa9e4324,
h1:original/high/h1/2final/23_매산여고_2학기_기말_고1_기출.js_4,original/high/h1/2final/23_매산여고_2학기_기말_고1_기출.js,H15-SB-03,H15-SB-03-FUNCTION_RELATION,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/23_매산여고_2학기_기말_고1_기출.js_5,original/high/h1/2final/23_매산여고_2학기_기말_고1_기출.js,H15-SB-04,H15-SB-04-RATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/23_매산여고_2학기_기말_고1_기출.js_6,original/high/h1/2final/23_매산여고_2학기_기말_고1_기출.js,H15-SB-04,H15-SB-04-RATIONAL_GRAPH,UNADJUDICATED,SOLUTION_CANDIDATE,PRIORITY_1_EXPLICIT_GRAPH_CANDIDATE,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/23_매산여고_2학기_기말_고1_기출.js_7,original/high/h1/2final/23_매산여고_2학기_기말_고1_기출.js,H15-SB-04,H15-SB-04-RATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,PRIORITY_1_EXPLICIT_GRAPH_CANDIDATE,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/23_매산여고_2학기_기말_고1_기출.js_8,original/high/h1/2final/23_매산여고_2학기_기말_고1_기출.js,H15-SB-05,H15-SB-05-IRRATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,PRIORITY_1_EXPLICIT_GRAPH_CANDIDATE,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/23_매산여고_2학기_기말_고1_기출.js_9,original/high/h1/2final/23_매산여고_2학기_기말_고1_기출.js,H15-SB-05,H15-SB-05-IRRATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,SOLUTION_VISUAL_PRESENT,,assets/images/23_매산여고_2학기_기말_고1_기출/q09-solution.svg,ABSENT,,ABSENT,PRESENT,,6accd39a43031a442228bc62b375e70a0633d62493b2443f7cda248a78372550
h1:original/high/h1/2final/24_강남여고_2학기_기말_고1_기출.js_1,original/high/h1/2final/24_강남여고_2학기_기말_고1_기출.js,H15-SB-04,H15-SB-04-RATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/24_강남여고_2학기_기말_고1_기출.js_10,original/high/h1/2final/24_강남여고_2학기_기말_고1_기출.js,H15-SB-05,H15-SB-05-IRRATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/24_강남여고_2학기_기말_고1_기출.js_13,original/high/h1/2final/24_강남여고_2학기_기말_고1_기출.js,H15-SB-03,H15-SB-03-COMPOSITE_FUNCTION,UNADJUDICATED,SOLUTION_CANDIDATE,PRIORITY_2_GRAPH_SUBUNIT_CANDIDATE,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/24_강남여고_2학기_기말_고1_기출.js_14,original/high/h1/2final/24_강남여고_2학기_기말_고1_기출.js,H15-SB-05,H15-SB-05-IRRATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/24_강남여고_2학기_기말_고1_기출.js_16,original/high/h1/2final/24_강남여고_2학기_기말_고1_기출.js,H15-SB-05,H15-SB-05-IRRATIONAL_GRAPH,UNADJUDICATED,PROBLEM_PRESENT_REVIEW,PRIORITY_1_GRAPH_GAP_CANDIDATE,assets/images/24_강남여고_2학기_기말_고1_기출/q16.png,,PRESENT,,PRESENT,ABSENT,b2823947db1f54a4ac6b7a06087754fbe6942ab3e51c7fc19bfe4fdd6d819b7b,
h1:original/high/h1/2final/24_강남여고_2학기_기말_고1_기출.js_17,original/high/h1/2final/24_강남여고_2학기_기말_고1_기출.js,H15-SB-03,H15-SB-03-COMPOSITE_FUNCTION,UNADJUDICATED,SOLUTION_CANDIDATE,PRIORITY_2_GRAPH_SUBUNIT_CANDIDATE,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/24_강남여고_2학기_기말_고1_기출.js_2,original/high/h1/2final/24_강남여고_2학기_기말_고1_기출.js,H15-SB-05,H15-SB-05-IRRATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/24_강남여고_2학기_기말_고1_기출.js_21,original/high/h1/2final/24_강남여고_2학기_기말_고1_기출.js,H15-SB-04,H15-SB-04-RATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/24_강남여고_2학기_기말_고1_기출.js_24,original/high/h1/2final/24_강남여고_2학기_기말_고1_기출.js,H15-SB-05,H15-SB-05-IRRATIONAL_GRAPH,UNADJUDICATED,PROBLEM_PRESENT_REVIEW,PRIORITY_1_GRAPH_GAP_CANDIDATE,assets/images/24_강남여고_2학기_기말_고1_기출/q24.png,,PRESENT,,PRESENT,ABSENT,5b681a1c1eec07c7f25e91c535c5a71429aa6e62be50e44f336ac8e2a45e1a5a,
h1:original/high/h1/2final/24_강남여고_2학기_기말_고1_기출.js_5,original/high/h1/2final/24_강남여고_2학기_기말_고1_기출.js,H15-SB-04,H15-SB-04-RATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/24_강남여고_2학기_기말_고1_기출.js_6,original/high/h1/2final/24_강남여고_2학기_기말_고1_기출.js,H15-SB-05,H15-SB-05-IRRATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,SOLUTION_VISUAL_PRESENT,,assets/images/24_강남여고_2학기_기말_고1_기출/q06-solution.svg,ABSENT,,ABSENT,PRESENT,,e67dd64a79d3e14bef29dfe908a463f89e9eded77a0ee76f5aa70e9dfc06dda4
h1:original/high/h1/2final/24_강남여고_2학기_기말_고1_기출.js_9,original/high/h1/2final/24_강남여고_2학기_기말_고1_기출.js,H15-SB-04,H15-SB-04-RATIONAL_GRAPH,UNADJUDICATED,PROBLEM_PRESENT_REVIEW,PRIORITY_1_GRAPH_GAP_CANDIDATE,assets/images/24_강남여고_2학기_기말_고1_기출/q9.png,,PRESENT,,PRESENT,ABSENT,fe3f511a3428007f8b8fe618b702c477a6055a90e7530d59b599777cef553950,
h1:original/high/h1/2final/24_금당고_2학기_기말_고1_기출.js_10,original/high/h1/2final/24_금당고_2학기_기말_고1_기출.js,H15-SB-05,H15-SB-05-IRRATIONAL_INVERSE,UNADJUDICATED,SOLUTION_CANDIDATE,SOLUTION_VISUAL_PRESENT,,assets/images/24_금당고_2학기_기말_고1_기출/q10-solution.svg,ABSENT,,ABSENT,PRESENT,,89bd9cee504c04b9e5c576cfbfd2b93873acd571d81c5132204aa6137d4de2b8
h1:original/high/h1/2final/24_금당고_2학기_기말_고1_기출.js_11,original/high/h1/2final/24_금당고_2학기_기말_고1_기출.js,H15-SB-05,H15-SB-05-IRRATIONAL_GRAPH,UNADJUDICATED,SOLUTION_CANDIDATE,SOLUTION_VISUAL_PRESENT,,assets/images/24_금당고_2학기_기말_고1_기출/q11-solution.svg,ABSENT,,ABSENT,PRESENT,,d25937eb1d34b51d205d55b4ad40cc33e5633efe35011adf46c79bbe5e7c4dc8
h1:original/high/h1/2final/24_금당고_2학기_기말_고1_기출.js_13,original/high/h1/2final/24_금당고_2학기_기말_고1_기출.js,H15-SB-03,H15-SB-03-COMPOSITE_FUNCTION,UNADJUDICATED,SOLUTION_CANDIDATE,PRIORITY_2_GRAPH_SUBUNIT_CANDIDATE,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/24_금당고_2학기_기말_고1_기출.js_14,original/high/h1/2final/24_금당고_2학기_기말_고1_기출.js,H15-SB-03,H15-SB-03-FUNCTION_RELATION,UNADJUDICATED,SOLUTION_CANDIDATE,SOLUTION_VISUAL_PRESENT,,assets/images/24_금당고_2학기_기말_고1_기출/q14-solution.svg,ABSENT,,ABSENT,PRESENT,,5ee33fdc11fe5300ee96ecd3d3d9cdf146598ad1242ce64aa4b7915da56ddb35
h1:original/high/h1/2final/24_금당고_2학기_기말_고1_기출.js_15,original/high/h1/2final/24_금당고_2학기_기말_고1_기출.js,H15-SB-04,H15-SB-04-RATIONAL_GRAPH,UNADJUDICATED,PROBLEM_PRESENT_REVIEW,PRIORITY_1_GRAPH_GAP_CANDIDATE,assets/images/24_금당고_2학기_기말_고1_기출/q15.png,,PRESENT,,PRESENT,ABSENT,0faaed97573ba34d68c8a5f6028c88356d6e8e709e49d0a1400c8bd686f880cb,
h1:original/high/h1/2final/24_금당고_2학기_기말_고1_기출.js_16,original/high/h1/2final/24_금당고_2학기_기말_고1_기출.js,H15-SB-04,H15-SB-04-RATIONAL_GRAPH,UNADJUDICATED,SOLUTION_CANDIDATE,SOLUTION_VISUAL_PRESENT,,assets/images/24_금당고_2학기_기말_고1_기출/q16-solution.svg,ABSENT,,ABSENT,PRESENT,,86c0ceba192269165023de71721a0c574c991541e496c61ce7e8305c0f7eaa70
h1:original/high/h1/2final/24_금당고_2학기_기말_고1_기출.js_17,original/high/h1/2final/24_금당고_2학기_기말_고1_기출.js,H15-SB-03,H15-SB-03-INVERSE_FUNCTION,UNADJUDICATED,PROBLEM_PRESENT_REVIEW,PRIORITY_1_GRAPH_GAP_CANDIDATE,assets/images/24_금당고_2학기_기말_고1_기출/q17.png,,PRESENT,,PRESENT,ABSENT,2ab1abf6bb129a2bf2d3162652922c7c68bf5918232d777ccfc72440080fddf5,
h1:original/high/h1/2final/24_금당고_2학기_기말_고1_기출.js_18,original/high/h1/2final/24_금당고_2학기_기말_고1_기출.js,H15-SB-05,H15-SB-05-IRRATIONAL_GRAPH,UNADJUDICATED,SOLUTION_CANDIDATE,SOLUTION_VISUAL_PRESENT,,assets/images/24_금당고_2학기_기말_고1_기출/q18-solution.svg,ABSENT,,ABSENT,PRESENT,,207ff14df0112bf380b3069b4c8fce29613392774555a6e9182596e6d39701b7
h1:original/high/h1/2final/24_금당고_2학기_기말_고1_기출.js_2,original/high/h1/2final/24_금당고_2학기_기말_고1_기출.js,H15-SB-04,H15-SB-04-RATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/24_금당고_2학기_기말_고1_기출.js_20,original/high/h1/2final/24_금당고_2학기_기말_고1_기출.js,H15-SB-05,H15-SB-05-IRRATIONAL_GRAPH,UNADJUDICATED,SOLUTION_CANDIDATE,PRIORITY_1_EXPLICIT_GRAPH_CANDIDATE,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/24_금당고_2학기_기말_고1_기출.js_21,original/high/h1/2final/24_금당고_2학기_기말_고1_기출.js,H15-SB-04,H15-SB-04-RATIONAL_GRAPH,UNADJUDICATED,SOLUTION_CANDIDATE,PRIORITY_1_EXPLICIT_GRAPH_CANDIDATE,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/24_금당고_2학기_기말_고1_기출.js_3,original/high/h1/2final/24_금당고_2학기_기말_고1_기출.js,H15-SB-04,H15-SB-04-RATIONAL_GRAPH,UNADJUDICATED,SOLUTION_CANDIDATE,SOLUTION_VISUAL_PRESENT,,assets/images/24_금당고_2학기_기말_고1_기출/q03-solution.svg,ABSENT,,ABSENT,PRESENT,,5e0b5acca8a80904877d49043664e4b4ef73581ba2f3b1ab90ecbdf8db89ea8f
h1:original/high/h1/2final/24_금당고_2학기_기말_고1_기출.js_5,original/high/h1/2final/24_금당고_2학기_기말_고1_기출.js,H15-SB-05,H15-SB-05-IRRATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,SOLUTION_VISUAL_PRESENT,,assets/images/24_금당고_2학기_기말_고1_기출/q05-solution.svg,ABSENT,,ABSENT,PRESENT,,750f0d027376a7c4ee3266726ea6b1412b5bf09035dfe9021a3c50881d83bed6
h1:original/high/h1/2final/24_금당고_2학기_기말_고1_기출.js_6,original/high/h1/2final/24_금당고_2학기_기말_고1_기출.js,H15-SB-03,H15-SB-03-INVERSE_FUNCTION,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/24_금당고_2학기_기말_고1_기출.js_8,original/high/h1/2final/24_금당고_2학기_기말_고1_기출.js,H15-SB-04,H15-SB-04-RATIONAL_APPLICATION,UNADJUDICATED,SOLUTION_CANDIDATE,PRIORITY_1_EXPLICIT_GRAPH_CANDIDATE,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/24_금당고_2학기_기말_고1_기출.js_9,original/high/h1/2final/24_금당고_2학기_기말_고1_기출.js,H15-SB-03,H15-SB-03-INVERSE_FUNCTION,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/24_매산여고_2학기_기말_고1_기출.js_1,original/high/h1/2final/24_매산여고_2학기_기말_고1_기출.js,H15-SB-03,H15-SB-03-FUNCTION_RELATION,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/24_매산여고_2학기_기말_고1_기출.js_15,original/high/h1/2final/24_매산여고_2학기_기말_고1_기출.js,H15-SB-04,H15-SB-04-RATIONAL_GRAPH,UNADJUDICATED,PROBLEM_PRESENT_REVIEW,PRIORITY_1_GRAPH_GAP_CANDIDATE,assets/images/24_매산여고_2학기_기말_고1_기출/q15.png,,PRESENT,,PRESENT,ABSENT,1501f7c273fb65b6350393bb684b077e36229b0019f77d194db43a0d1c8d1ff4,
h1:original/high/h1/2final/24_매산여고_2학기_기말_고1_기출.js_16,original/high/h1/2final/24_매산여고_2학기_기말_고1_기출.js,H15-SB-05,H15-SB-05-IRRATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/24_매산여고_2학기_기말_고1_기출.js_17,original/high/h1/2final/24_매산여고_2학기_기말_고1_기출.js,H15-SB-05,H15-SB-05-IRRATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/24_매산여고_2학기_기말_고1_기출.js_18,original/high/h1/2final/24_매산여고_2학기_기말_고1_기출.js,H15-SB-05,H15-SB-05-IRRATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,PRIORITY_1_EXPLICIT_GRAPH_CANDIDATE,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/24_매산여고_2학기_기말_고1_기출.js_2,original/high/h1/2final/24_매산여고_2학기_기말_고1_기출.js,H15-SB-03,H15-SB-03-COMPOSITE_FUNCTION,UNADJUDICATED,SOLUTION_CANDIDATE,PRIORITY_2_GRAPH_SUBUNIT_CANDIDATE,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/24_매산여고_2학기_기말_고1_기출.js_21,original/high/h1/2final/24_매산여고_2학기_기말_고1_기출.js,H15-SB-03,H15-SB-03-FUNCTION_RELATION,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,,ABSENT,ABSENT,,
h1:original/high/h1/2final/24_매산여고_2학기_기말_고1_기출.js_22,original/high/h1/2final/24_매산여고_2학기_기말_고1_기출.js,H15-SB-04,H15-SB-04-RATIONAL_GRAPH,UNADJUDICATED,SOLUTION_CANDIDATE,SOLUTION_VISUAL_PRESENT,,assets/images/24_매산여고_2학기_기말_고1_기출/q22-solution.svg,ABSENT,,ABSENT,PRESENT,,0483f02dd6d8ebbd697d7fcf4e446d2c4455056aee9c2b369207260065f60cd2
h1:original/high/h1/2final/24_매산여고_2학기_기말_고1_기출.js_23,original/high/h1/2final/24_매산여고_2학기_기말_고1_기출.js,H15-SB-05,H15-SB-05-IRRATIONAL_INVERSE,UNADJUDICATED,SOLUTION_CANDIDATE,SOLUTION_VISUAL_PRESENT,,assets/images/24_매산여고_2학기_기말_고1_기출/q23-solution.svg,ABSENT,,ABSENT,PRESENT,,509fd9f84bae09bf277a723470aa73d62fee060deee5c512cc4158641d81597a
h1:original/high/h1/2final/24_매산여고_2학기_기말_고1_기출.js_3,original/high/h1/2final/24_매산여고_2학기_기말_고1_기출.js,H15-SB-04,H15-SB-04-RATIONAL_GRAPH,UNADJUDICATED,SOLUTION_CANDIDATE,SOLUTION_VISUAL_PRESENT,,assets/images/24_매산여고_2학기_기말_고1_기출/q03-solution.svg,ABSENT,,ABSENT,PRESENT,,2e389a34b0e0edc5fff6232a85206d2aa0b79bd6c5d1df22640a0d764d607f16
h1:original/high/h1/2final/24_매산여고_2학기_기말_고1_기출.js_4,original/high/h1/2final/24_매산여고_2학기_기말_고1_기출.js,H15-SB-05,H15-SB-05-IRRATIONAL_BASIC,UNADJUDICATED,PROBLEM_PRESENT_REVIEW,PRIORITY_1_GRAPH_GAP_CANDIDATE,assets/images/24_매산여고_2학기_기말_고1_기출/q4.png,,PRESENT,,PRESENT,ABSENT,9efae2ab49574d643e3461c5dd34e30b9dcd00f457c2cd9f626175c5b54102fc,
h1:original/high/h1/2final/24_매산여고_2학기_기말_고1_기출.js_5,original/high/h1/2final/24_매산여고_2학기_기말_고1_기출.js,H15-SB-04,H15-SB-04-RATIONAL_GRAPH,UNADJUDICATED,SOLUTION_CANDIDATE,SOLUTION_VISUAL_PRESENT,,assets/images/24_매산여고_2학기_기말_고1_기출/q05-solution.svg,ABSENT,,ABSENT,PRESENT,,7e1f13542cb7deea250c3611793ac4c8a00eab5b62670ecd159a5fa87e7eef4a
