questionUid,examId,standardUnitKey,subUnitKey,graphRequirement,graphRole,graphGapDisposition,problemImageRef,solutionImageRef,problemImageStatus,solutionImageStatus,baselineProblemImageHash,baselineSolutionImageHash
h1:original/high/h1/2final/24_강남여고_2학기_기말_고1_기출.js_5,original/high/h1/2final/24_강남여고_2학기_기말_고1_기출.js,H15-SB-04,H15-SB-04-RATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,ABSENT,,
h1:original/high/h1/2final/24_강남여고_2학기_기말_고1_기출.js_6,original/high/h1/2final/24_강남여고_2학기_기말_고1_기출.js,H15-SB-05,H15-SB-05-IRRATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,PRIORITY_1_EXPLICIT_GRAPH_CANDIDATE,,,ABSENT,ABSENT,,
h1:original/high/h1/2final/24_강남여고_2학기_기말_고1_기출.js_9,original/high/h1/2final/24_강남여고_2학기_기말_고1_기출.js,H15-SB-04,H15-SB-04-RATIONAL_GRAPH,UNADJUDICATED,PROBLEM_PRESENT_REVIEW,PRIORITY_1_GRAPH_GAP_CANDIDATE,assets/images/24_강남여고_2학기_기말_고1_기출/q9.png,,PRESENT,ABSENT,fe3f511a3428007f8b8fe618b702c477a6055a90e7530d59b599777cef553950,
h1:original/high/h1/2final/24_금당고_2학기_기말_고1_기출.js_10,original/high/h1/2final/24_금당고_2학기_기말_고1_기출.js,H15-SB-05,H15-SB-05-IRRATIONAL_INVERSE,UNADJUDICATED,SOLUTION_CANDIDATE,PRIORITY_1_EXPLICIT_GRAPH_CANDIDATE,,,ABSENT,ABSENT,,
h1:original/high/h1/2final/24_금당고_2학기_기말_고1_기출.js_11,original/high/h1/2final/24_금당고_2학기_기말_고1_기출.js,H15-SB-05,H15-SB-05-IRRATIONAL_GRAPH,UNADJUDICATED,SOLUTION_CANDIDATE,PRIORITY_1_EXPLICIT_GRAPH_CANDIDATE,,,ABSENT,ABSENT,,
h1:original/high/h1/2final/24_금당고_2학기_기말_고1_기출.js_13,original/high/h1/2final/24_금당고_2학기_기말_고1_기출.js,H15-SB-03,H15-SB-03-COMPOSITE_FUNCTION,UNADJUDICATED,SOLUTION_CANDIDATE,PRIORITY_2_GRAPH_SUBUNIT_CANDIDATE,,,ABSENT,ABSENT,,
h1:original/high/h1/2final/24_금당고_2학기_기말_고1_기출.js_14,original/high/h1/2final/24_금당고_2학기_기말_고1_기출.js,H15-SB-03,H15-SB-03-FUNCTION_RELATION,UNADJUDICATED,SOLUTION_CANDIDATE,PRIORITY_1_EXPLICIT_GRAPH_CANDIDATE,,,ABSENT,ABSENT,,
h1:original/high/h1/2final/24_금당고_2학기_기말_고1_기출.js_15,original/high/h1/2final/24_금당고_2학기_기말_고1_기출.js,H15-SB-04,H15-SB-04-RATIONAL_GRAPH,UNADJUDICATED,PROBLEM_PRESENT_REVIEW,PRIORITY_1_GRAPH_GAP_CANDIDATE,assets/images/24_금당고_2학기_기말_고1_기출/q15.png,,PRESENT,ABSENT,0faaed97573ba34d68c8a5f6028c88356d6e8e709e49d0a1400c8bd686f880cb,
h1:original/high/h1/2final/24_금당고_2학기_기말_고1_기출.js_16,original/high/h1/2final/24_금당고_2학기_기말_고1_기출.js,H15-SB-04,H15-SB-04-RATIONAL_GRAPH,UNADJUDICATED,SOLUTION_CANDIDATE,PRIORITY_1_EXPLICIT_GRAPH_CANDIDATE,,,ABSENT,ABSENT,,
h1:original/high/h1/2final/24_금당고_2학기_기말_고1_기출.js_17,original/high/h1/2final/24_금당고_2학기_기말_고1_기출.js,H15-SB-03,H15-SB-03-INVERSE_FUNCTION,UNADJUDICATED,PROBLEM_PRESENT_REVIEW,PRIORITY_1_GRAPH_GAP_CANDIDATE,assets/images/24_금당고_2학기_기말_고1_기출/q17.png,,PRESENT,ABSENT,2ab1abf6bb129a2bf2d3162652922c7c68bf5918232d777ccfc72440080fddf5,
h1:original/high/h1/2final/24_금당고_2학기_기말_고1_기출.js_18,original/high/h1/2final/24_금당고_2학기_기말_고1_기출.js,H15-SB-05,H15-SB-05-IRRATIONAL_GRAPH,UNADJUDICATED,SOLUTION_CANDIDATE,PRIORITY_1_EXPLICIT_GRAPH_CANDIDATE,,,ABSENT,ABSENT,,
h1:original/high/h1/2final/24_금당고_2학기_기말_고1_기출.js_2,original/high/h1/2final/24_금당고_2학기_기말_고1_기출.js,H15-SB-04,H15-SB-04-RATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,ABSENT,,
h1:original/high/h1/2final/24_금당고_2학기_기말_고1_기출.js_20,original/high/h1/2final/24_금당고_2학기_기말_고1_기출.js,H15-SB-05,H15-SB-05-IRRATIONAL_GRAPH,UNADJUDICATED,SOLUTION_CANDIDATE,PRIORITY_1_EXPLICIT_GRAPH_CANDIDATE,,,ABSENT,ABSENT,,
h1:original/high/h1/2final/24_금당고_2학기_기말_고1_기출.js_21,original/high/h1/2final/24_금당고_2학기_기말_고1_기출.js,H15-SB-04,H15-SB-04-RATIONAL_GRAPH,UNADJUDICATED,SOLUTION_CANDIDATE,PRIORITY_1_EXPLICIT_GRAPH_CANDIDATE,,,ABSENT,ABSENT,,
h1:original/high/h1/2final/24_금당고_2학기_기말_고1_기출.js_3,original/high/h1/2final/24_금당고_2학기_기말_고1_기출.js,H15-SB-04,H15-SB-04-RATIONAL_GRAPH,UNADJUDICATED,SOLUTION_CANDIDATE,PRIORITY_1_EXPLICIT_GRAPH_CANDIDATE,,,ABSENT,ABSENT,,
h1:original/high/h1/2final/24_금당고_2학기_기말_고1_기출.js_5,original/high/h1/2final/24_금당고_2학기_기말_고1_기출.js,H15-SB-05,H15-SB-05-IRRATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,PRIORITY_1_EXPLICIT_GRAPH_CANDIDATE,,,ABSENT,ABSENT,,
h1:original/high/h1/2final/24_금당고_2학기_기말_고1_기출.js_6,original/high/h1/2final/24_금당고_2학기_기말_고1_기출.js,H15-SB-03,H15-SB-03-INVERSE_FUNCTION,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,ABSENT,,
h1:original/high/h1/2final/24_금당고_2학기_기말_고1_기출.js_8,original/high/h1/2final/24_금당고_2학기_기말_고1_기출.js,H15-SB-04,H15-SB-04-RATIONAL_APPLICATION,UNADJUDICATED,SOLUTION_CANDIDATE,PRIORITY_1_EXPLICIT_GRAPH_CANDIDATE,,,ABSENT,ABSENT,,
h1:original/high/h1/2final/24_금당고_2학기_기말_고1_기출.js_9,original/high/h1/2final/24_금당고_2학기_기말_고1_기출.js,H15-SB-03,H15-SB-03-INVERSE_FUNCTION,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,ABSENT,,
h1:original/high/h1/2final/24_매산여고_2학기_기말_고1_기출.js_1,original/high/h1/2final/24_매산여고_2학기_기말_고1_기출.js,H15-SB-03,H15-SB-03-FUNCTION_RELATION,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,ABSENT,,
h1:original/high/h1/2final/24_매산여고_2학기_기말_고1_기출.js_15,original/high/h1/2final/24_매산여고_2학기_기말_고1_기출.js,H15-SB-04,H15-SB-04-RATIONAL_GRAPH,UNADJUDICATED,PROBLEM_PRESENT_REVIEW,PRIORITY_1_GRAPH_GAP_CANDIDATE,assets/images/24_매산여고_2학기_기말_고1_기출/q15.png,,PRESENT,ABSENT,1501f7c273fb65b6350393bb684b077e36229b0019f77d194db43a0d1c8d1ff4,
h1:original/high/h1/2final/24_매산여고_2학기_기말_고1_기출.js_16,original/high/h1/2final/24_매산여고_2학기_기말_고1_기출.js,H15-SB-05,H15-SB-05-IRRATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,ABSENT,,
h1:original/high/h1/2final/24_매산여고_2학기_기말_고1_기출.js_17,original/high/h1/2final/24_매산여고_2학기_기말_고1_기출.js,H15-SB-05,H15-SB-05-IRRATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,ABSENT,,
h1:original/high/h1/2final/24_매산여고_2학기_기말_고1_기출.js_18,original/high/h1/2final/24_매산여고_2학기_기말_고1_기출.js,H15-SB-05,H15-SB-05-IRRATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,PRIORITY_1_EXPLICIT_GRAPH_CANDIDATE,,,ABSENT,ABSENT,,
h1:original/high/h1/2final/24_매산여고_2학기_기말_고1_기출.js_2,original/high/h1/2final/24_매산여고_2학기_기말_고1_기출.js,H15-SB-03,H15-SB-03-COMPOSITE_FUNCTION,UNADJUDICATED,SOLUTION_CANDIDATE,PRIORITY_2_GRAPH_SUBUNIT_CANDIDATE,,,ABSENT,ABSENT,,
h1:original/high/h1/2final/24_매산여고_2학기_기말_고1_기출.js_21,original/high/h1/2final/24_매산여고_2학기_기말_고1_기출.js,H15-SB-03,H15-SB-03-FUNCTION_RELATION,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,ABSENT,,
h1:original/high/h1/2final/24_매산여고_2학기_기말_고1_기출.js_22,original/high/h1/2final/24_매산여고_2학기_기말_고1_기출.js,H15-SB-04,H15-SB-04-RATIONAL_GRAPH,UNADJUDICATED,SOLUTION_CANDIDATE,PRIORITY_1_EXPLICIT_GRAPH_CANDIDATE,,,ABSENT,ABSENT,,
h1:original/high/h1/2final/24_매산여고_2학기_기말_고1_기출.js_23,original/high/h1/2final/24_매산여고_2학기_기말_고1_기출.js,H15-SB-05,H15-SB-05-IRRATIONAL_INVERSE,UNADJUDICATED,SOLUTION_CANDIDATE,PRIORITY_1_EXPLICIT_GRAPH_CANDIDATE,,,ABSENT,ABSENT,,
h1:original/high/h1/2final/24_매산여고_2학기_기말_고1_기출.js_3,original/high/h1/2final/24_매산여고_2학기_기말_고1_기출.js,H15-SB-04,H15-SB-04-RATIONAL_GRAPH,UNADJUDICATED,SOLUTION_CANDIDATE,PRIORITY_1_EXPLICIT_GRAPH_CANDIDATE,,,ABSENT,ABSENT,,
h1:original/high/h1/2final/24_매산여고_2학기_기말_고1_기출.js_4,original/high/h1/2final/24_매산여고_2학기_기말_고1_기출.js,H15-SB-05,H15-SB-05-IRRATIONAL_BASIC,UNADJUDICATED,PROBLEM_PRESENT_REVIEW,PRIORITY_1_GRAPH_GAP_CANDIDATE,assets/images/24_매산여고_2학기_기말_고1_기출/q4.png,,PRESENT,ABSENT,9efae2ab49574d643e3461c5dd34e30b9dcd00f457c2cd9f626175c5b54102fc,
h1:original/high/h1/2final/24_매산여고_2학기_기말_고1_기출.js_5,original/high/h1/2final/24_매산여고_2학기_기말_고1_기출.js,H15-SB-04,H15-SB-04-RATIONAL_GRAPH,UNADJUDICATED,SOLUTION_CANDIDATE,PRIORITY_1_EXPLICIT_GRAPH_CANDIDATE,,,ABSENT,ABSENT,,
h1:original/high/h1/2final/24_매산여고_2학기_기말_고1_기출.js_6,original/high/h1/2final/24_매산여고_2학기_기말_고1_기출.js,H15-SB-05,H15-SB-05-IRRATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,PRIORITY_1_EXPLICIT_GRAPH_CANDIDATE,,,ABSENT,ABSENT,,
h1:original/high/h1/2final/24_매산여고_2학기_기말_고1_기출.js_7,original/high/h1/2final/24_매산여고_2학기_기말_고1_기출.js,H15-SB-04,H15-SB-04-RATIONAL_GRAPH,UNADJUDICATED,SOLUTION_CANDIDATE,PRIORITY_1_EXPLICIT_GRAPH_CANDIDATE,,,ABSENT,ABSENT,,
h1:original/high/h1/2final/24_제일고_2학기_기말_고1_기출.js_10,original/high/h1/2final/24_제일고_2학기_기말_고1_기출.js,H15-SB-04,H15-SB-04-RATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,ABSENT,,
h1:original/high/h1/2final/24_제일고_2학기_기말_고1_기출.js_11,original/high/h1/2final/24_제일고_2학기_기말_고1_기출.js,H15-SB-04,H15-SB-04-RATIONAL_GRAPH,UNADJUDICATED,SOLUTION_CANDIDATE,PRIORITY_1_EXPLICIT_GRAPH_CANDIDATE,,,ABSENT,ABSENT,,
h1:original/high/h1/2final/24_제일고_2학기_기말_고1_기출.js_12,original/high/h1/2final/24_제일고_2학기_기말_고1_기출.js,H15-SB-05,H15-SB-05-IRRATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,PRIORITY_1_EXPLICIT_GRAPH_CANDIDATE,,,ABSENT,ABSENT,,
h1:original/high/h1/2final/24_제일고_2학기_기말_고1_기출.js_13,original/high/h1/2final/24_제일고_2학기_기말_고1_기출.js,H15-SB-04,H15-SB-04-RATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,PRIORITY_1_EXPLICIT_GRAPH_CANDIDATE,,,ABSENT,ABSENT,,
h1:original/high/h1/2final/24_제일고_2학기_기말_고1_기출.js_14,original/high/h1/2final/24_제일고_2학기_기말_고1_기출.js,H15-SB-05,H15-SB-05-IRRATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,ABSENT,,
h1:original/high/h1/2final/24_제일고_2학기_기말_고1_기출.js_15,original/high/h1/2final/24_제일고_2학기_기말_고1_기출.js,H15-SB-05,H15-SB-05-IRRATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,PRIORITY_1_EXPLICIT_GRAPH_CANDIDATE,,,ABSENT,ABSENT,,
h1:original/high/h1/2final/24_제일고_2학기_기말_고1_기출.js_16,original/high/h1/2final/24_제일고_2학기_기말_고1_기출.js,H15-SB-04,H15-SB-04-RATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,PRIORITY_1_EXPLICIT_GRAPH_CANDIDATE,,,ABSENT,ABSENT,,
h1:original/high/h1/2final/24_제일고_2학기_기말_고1_기출.js_17,original/high/h1/2final/24_제일고_2학기_기말_고1_기출.js,H15-SB-04,H15-SB-04-RATIONAL_GRAPH,UNADJUDICATED,SOLUTION_CANDIDATE,PRIORITY_1_EXPLICIT_GRAPH_CANDIDATE,,,ABSENT,ABSENT,,
h1:original/high/h1/2final/24_제일고_2학기_기말_고1_기출.js_18,original/high/h1/2final/24_제일고_2학기_기말_고1_기출.js,H15-SB-05,H15-SB-05-IRRATIONAL_GRAPH,UNADJUDICATED,PROBLEM_PRESENT_REVIEW,PRIORITY_1_GRAPH_GAP_CANDIDATE,assets/images/24_제일고_2학기_기말_고1_기출/q18.png,,PRESENT,ABSENT,9df153cbf0ddc874b651dc069cd634d46b3b48c415fdc834ff10efe64ec16e01,
h1:original/high/h1/2final/24_제일고_2학기_기말_고1_기출.js_21,original/high/h1/2final/24_제일고_2학기_기말_고1_기출.js,H15-SB-04,H15-SB-04-RATIONAL_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,ABSENT,,
h1:original/high/h1/2final/24_제일고_2학기_기말_고1_기출.js_22,original/high/h1/2final/24_제일고_2학기_기말_고1_기출.js,H15-SB-05,H15-SB-05-IRRATIONAL_GRAPH,UNADJUDICATED,SOLUTION_CANDIDATE,SOLUTION_VISUAL_PRESENT,,assets/images/24_제일고_2학기_기말_고1_기출/q22-solution.svg,ABSENT,PRESENT,,4bd597fcfbcc63c2b7ffedd8601d6f3bc6a76028c92dfa864bc83728f33ed834
h1:original/high/h1/2final/25_금당고_2학기_기말_고1_기출.js_10,original/high/h1/2final/25_금당고_2학기_기말_고1_기출.js,H22-C2-09,H22-C2-09-FUNCTION_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,ABSENT,,
h1:original/high/h1/2final/25_금당고_2학기_기말_고1_기출.js_14,original/high/h1/2final/25_금당고_2학기_기말_고1_기출.js,H22-C2-07,H22-C2-07-FUNCTION_COMPOSITION,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,ABSENT,,
h1:original/high/h1/2final/25_금당고_2학기_기말_고1_기출.js_15,original/high/h1/2final/25_금당고_2학기_기말_고1_기출.js,H22-C2-07,H22-C2-07-FUNCTION_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,PRIORITY_1_EXPLICIT_GRAPH_CANDIDATE,,,ABSENT,ABSENT,,
h1:original/high/h1/2final/25_금당고_2학기_기말_고1_기출.js_16,original/high/h1/2final/25_금당고_2학기_기말_고1_기출.js,H22-C2-09,H22-C2-09-FUNCTION_BASIC,UNADJUDICATED,PROBLEM_PRESENT_REVIEW,PRIORITY_1_GRAPH_GAP_CANDIDATE,assets/images/25_금당고_2학기_기말_고1_기출/q16.png,,PRESENT,ABSENT,67139371d8dc2faed6a958072bca393a5de3f070a595b5bac1bb1b316cbed88f,
h1:original/high/h1/2final/25_금당고_2학기_기말_고1_기출.js_19,original/high/h1/2final/25_금당고_2학기_기말_고1_기출.js,H22-C2-07,H22-C2-07-FUNCTION_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,ABSENT,,
h1:original/high/h1/2final/25_금당고_2학기_기말_고1_기출.js_20,original/high/h1/2final/25_금당고_2학기_기말_고1_기출.js,H22-C2-07,H22-C2-07-FUNCTION_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,ABSENT,,
h1:original/high/h1/2final/25_금당고_2학기_기말_고1_기출.js_22,original/high/h1/2final/25_금당고_2학기_기말_고1_기출.js,H22-C2-09,H22-C2-09-FUNCTION_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,PRIORITY_1_EXPLICIT_GRAPH_CANDIDATE,,,ABSENT,ABSENT,,
h1:original/high/h1/2final/25_금당고_2학기_기말_고1_기출.js_6,original/high/h1/2final/25_금당고_2학기_기말_고1_기출.js,H22-C2-07,H22-C2-07-FUNCTION_BASIC,UNADJUDICATED,PROBLEM_PRESENT_REVIEW,PRIORITY_1_GRAPH_GAP_CANDIDATE,assets/images/25_금당고_2학기_기말_고1_기출/q06.png,,PRESENT,ABSENT,d39a7dd01f2c5b3fbd5d0445f98c0a0a228425f6d9cd00b0362b6b75b609a657,
h1:original/high/h1/2final/25_금당고_2학기_기말_고1_기출.js_7,original/high/h1/2final/25_금당고_2학기_기말_고1_기출.js,H22-C2-07,H22-C2-07-FUNCTION_COMPOSITION,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,ABSENT,,
h1:original/high/h1/2final/25_금당고_2학기_기말_고1_기출.js_8,original/high/h1/2final/25_금당고_2학기_기말_고1_기출.js,H22-C2-07,H22-C2-07-FUNCTION_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,ABSENT,,
h1:original/high/h1/2final/25_금당고_2학기_기말_고1_기출.js_9,original/high/h1/2final/25_금당고_2학기_기말_고1_기출.js,H22-C2-08,H22-C2-08-FUNCTION_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,PRIORITY_1_EXPLICIT_GRAPH_CANDIDATE,,,ABSENT,ABSENT,,
h1:original/high/h1/2final/25_순천고_2학기_기말_고1_기출.js_10,original/high/h1/2final/25_순천고_2학기_기말_고1_기출.js,H22-C2-07,H22-C2-07-FUNCTION_BASIC,UNADJUDICATED,PROBLEM_PRESENT_REVIEW,PRIORITY_1_GRAPH_GAP_CANDIDATE,assets/images/25_순천고_2학기_기말_고1_기출/q10.png,,PRESENT,ABSENT,9ff29a8b53fc84cfbec62273f6060cf490b3f6422eed8ccf66130bf90b62a22c,
h1:original/high/h1/2final/25_순천고_2학기_기말_고1_기출.js_12,original/high/h1/2final/25_순천고_2학기_기말_고1_기출.js,H22-C2-07,H22-C2-07-FUNCTION_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,ABSENT,,
h1:original/high/h1/2final/25_순천고_2학기_기말_고1_기출.js_13,original/high/h1/2final/25_순천고_2학기_기말_고1_기출.js,H22-C2-08,H22-C2-08-FUNCTION_BASIC,UNADJUDICATED,PROBLEM_PRESENT_REVIEW,PRIORITY_1_GRAPH_GAP_CANDIDATE,assets/images/25_순천고_2학기_기말_고1_기출/q13.png,,PRESENT,ABSENT,5e81f9c184e74e0a5e04598fa10f8fcae21e10ca4be3f58b199ab232d23aff7a,
h1:original/high/h1/2final/25_순천고_2학기_기말_고1_기출.js_14,original/high/h1/2final/25_순천고_2학기_기말_고1_기출.js,H22-C2-08,H22-C2-08-FUNCTION_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,PRIORITY_1_EXPLICIT_GRAPH_CANDIDATE,,,ABSENT,ABSENT,,
h1:original/high/h1/2final/25_순천고_2학기_기말_고1_기출.js_15,original/high/h1/2final/25_순천고_2학기_기말_고1_기출.js,H22-C2-07,H22-C2-07-FUNCTION_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,PRIORITY_1_EXPLICIT_GRAPH_CANDIDATE,,,ABSENT,ABSENT,,
h1:original/high/h1/2final/25_순천고_2학기_기말_고1_기출.js_17,original/high/h1/2final/25_순천고_2학기_기말_고1_기출.js,H22-C2-09,H22-C2-09-FUNCTION_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,SOLUTION_VISUAL_PRESENT,,assets/images/25_순천고_2학기_기말_고1_기출/q17-solution.svg,ABSENT,PRESENT,,29810d08748457da38dda98238a4414662d88acd7a60514806bb11f811e92da4
h1:original/high/h1/2final/25_순천고_2학기_기말_고1_기출.js_18,original/high/h1/2final/25_순천고_2학기_기말_고1_기출.js,H22-C2-08,H22-C2-08-FUNCTION_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,PRIORITY_1_EXPLICIT_GRAPH_CANDIDATE,,,ABSENT,ABSENT,,
h1:original/high/h1/2final/25_순천고_2학기_기말_고1_기출.js_19,original/high/h1/2final/25_순천고_2학기_기말_고1_기출.js,H22-C2-08,H22-C2-08-FUNCTION_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,ABSENT,,
h1:original/high/h1/2final/25_순천고_2학기_기말_고1_기출.js_21,original/high/h1/2final/25_순천고_2학기_기말_고1_기출.js,H22-C2-07,H22-C2-07-FUNCTION_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,ABSENT,,
h1:original/high/h1/2final/25_순천고_2학기_기말_고1_기출.js_22,original/high/h1/2final/25_순천고_2학기_기말_고1_기출.js,H22-C2-07,H22-C2-07-FUNCTION_COMPOSITION,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,ABSENT,,
h1:original/high/h1/2final/25_순천고_2학기_기말_고1_기출.js_23,original/high/h1/2final/25_순천고_2학기_기말_고1_기출.js,H22-C2-09,H22-C2-09-FUNCTION_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,SOLUTION_VISUAL_PRESENT,,assets/images/25_순천고_2학기_기말_고1_기출/q23-solution.svg,ABSENT,PRESENT,,1a9ad7f455ab327fc3155880d5f6bba564a25d02f16e13a82fef1d3ccfd9271c
h1:original/high/h1/2final/25_순천고_2학기_기말_고1_기출.js_3,original/high/h1/2final/25_순천고_2학기_기말_고1_기출.js,H22-C2-09,H22-C2-09-FUNCTION_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,ABSENT,,
h1:original/high/h1/2final/25_순천고_2학기_기말_고1_기출.js_4,original/high/h1/2final/25_순천고_2학기_기말_고1_기출.js,H22-C2-07,H22-C2-07-FUNCTION_COMPOSITION,UNADJUDICATED,PROBLEM_PRESENT_REVIEW,PRIORITY_1_GRAPH_GAP_CANDIDATE,assets/images/25_순천고_2학기_기말_고1_기출/q4.png,,PRESENT,ABSENT,30a3cd4d6c2d4a03ee7559425e32fda7b9ae4f6f2e24942fbd7d912cfb4ca7e1,
h1:original/high/h1/2final/25_순천고_2학기_기말_고1_기출.js_7,original/high/h1/2final/25_순천고_2학기_기말_고1_기출.js,H22-C2-09,H22-C2-09-FUNCTION_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,ABSENT,,
h1:original/high/h1/2final/25_순천고_2학기_기말_고1_기출.js_8,original/high/h1/2final/25_순천고_2학기_기말_고1_기출.js,H22-C2-07,H22-C2-07-FUNCTION_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,ABSENT,,
h1:original/high/h1/2final/25_순천고_2학기_기말_고1_기출.js_9,original/high/h1/2final/25_순천고_2학기_기말_고1_기출.js,H22-C2-07,H22-C2-07-FUNCTION_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,ABSENT,,
h1:original/high/h1/2final/25_제일고_2학기_기말_고1_기출.js_10,original/high/h1/2final/25_제일고_2학기_기말_고1_기출.js,H22-C2-07,H22-C2-07-FUNCTION_BASIC,UNADJUDICATED,PROBLEM_PRESENT_REVIEW,PRIORITY_1_GRAPH_GAP_CANDIDATE,assets/images/25_제일고_2학기_기말_고1_기출/q10.png,,PRESENT,ABSENT,9ab459f7e6d20f9dfa0fdc210eeed5ea4f11c439d8eaf5fae8875c3a6b928e64,
h1:original/high/h1/2final/25_제일고_2학기_기말_고1_기출.js_11,original/high/h1/2final/25_제일고_2학기_기말_고1_기출.js,H22-C2-09,H22-C2-09-FUNCTION_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,PRIORITY_1_EXPLICIT_GRAPH_CANDIDATE,,,ABSENT,ABSENT,,
h1:original/high/h1/2final/25_제일고_2학기_기말_고1_기출.js_12,original/high/h1/2final/25_제일고_2학기_기말_고1_기출.js,H22-C2-07,H22-C2-07-FUNCTION_BASIC,UNADJUDICATED,PROBLEM_PRESENT_REVIEW,PRIORITY_1_GRAPH_GAP_CANDIDATE,assets/images/25_제일고_2학기_기말_고1_기출/q12.png,,PRESENT,ABSENT,0e37b5ca16abf325e8529469db976101fd3b2b966bbcb8443bce7c38d6923ff4,
h1:original/high/h1/2final/25_제일고_2학기_기말_고1_기출.js_13,original/high/h1/2final/25_제일고_2학기_기말_고1_기출.js,H22-C2-08,H22-C2-08-FUNCTION_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,PRIORITY_1_EXPLICIT_GRAPH_CANDIDATE,,,ABSENT,ABSENT,,
h1:original/high/h1/2final/25_제일고_2학기_기말_고1_기출.js_14,original/high/h1/2final/25_제일고_2학기_기말_고1_기출.js,H22-C2-08,H22-C2-08-FUNCTION_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,PRIORITY_1_EXPLICIT_GRAPH_CANDIDATE,,,ABSENT,ABSENT,,
h1:original/high/h1/2final/25_제일고_2학기_기말_고1_기출.js_15,original/high/h1/2final/25_제일고_2학기_기말_고1_기출.js,H22-C2-07,H22-C2-07-FUNCTION_BASIC,UNADJUDICATED,SOLUTION_CANDIDATE,TRIAGE_NO_GRAPH_SIGNAL,,,ABSENT,ABSENT,,
