questionUid,qKey,standardUnitKey,subUnitKey,problemImageStatus,problemVisualType,problemVisualStatus,solutionImageStatus,graphGapDisposition,graphCandidateScore,graphCandidateReasons,graphRequirement,qualityDisposition,placeholderFound,contentPreview
h1:original/high/h1/2mid/21_팔마고_2학기_중간_고1_기출.js_17,original/high/h1/2mid/21_팔마고_2학기_중간_고1_기출.js_17,H15-SB-03,H15-SB-03-FUNCTION_RELATION,ABSENT,,ABSENT,ABSENT,TRIAGE_NO_GRAPH_SIGNAL,0,,UNADJUDICATED,PENDING_INDEPENDENT_TRIAGE,NO,"[단답형 4] 집합 $X$를 정의역으로 하는 두 함수 $f(x)=x^2+x$, $g(x)=x^3-x^2+2$에 대하여 $f=g$가 되도록 하는 집합 $X$ 중에서 $n(X)=2$인 집합 $X$를 모두 쓰시오. (단, $X\ne\varnothing$) [4.5점]"
h1:original/high/h1/2mid/21_팔마고_2학기_중간_고1_기출.js_18,original/high/h1/2mid/21_팔마고_2학기_중간_고1_기출.js_18,H15-SB-03,H15-SB-03-INVERSE_FUNCTION,ABSENT,,ABSENT,ABSENT,PRIORITY_1_EXPLICIT_GRAPH_CANDIDATE,8,explicit-graph,UNADJUDICATED,PENDING_INDEPENDENT_TRIAGE,NO,"[단답형 5] $f(x)=x^2-4x$ $(x\ge2)$와 역함수 그래프의 교점 $(a,b)$에 대하여 $a+b$를 구하시오. [3.5점]"
h1:original/high/h1/2mid/21_팔마고_2학기_중간_고1_기출.js_21,original/high/h1/2mid/21_팔마고_2학기_중간_고1_기출.js_21,H15-SB-03,H15-SB-03-COMPOSITE_FUNCTION,PRESENT,,PRESENT,ABSENT,PRIORITY_1_GRAPH_GAP_CANDIDATE,10,explicit-graph|problem-image,UNADJUDICATED,PENDING_INDEPENDENT_TRIAGE,NO,"[서술형 3] 정의역이 $\{x\mid0\le x\le2\}$인 두 함수 $y=f(x)$, $y=g(x)$의 그래프가 그림과 같을 때, 합성함수 $y=(g\circ f)(x)$의 그래프와 $x$축 및 $y$축으로 둘러싸인 부분의 넓이를 채점 기준에 알맞게 구하시오. [7점]"
h1:original/high/h1/2mid/21_팔마고_2학기_중간_고1_기출.js_7,original/high/h1/2mid/21_팔마고_2학기_중간_고1_기출.js_7,H15-SB-03,H15-SB-03-FUNCTION_RELATION,PRESENT,,PRESENT,ABSENT,PRIORITY_1_GRAPH_GAP_CANDIDATE,10,explicit-graph|problem-image,UNADJUDICATED,PENDING_INDEPENDENT_TRIAGE,NO,다음 중 함수의 그래프가 아닌 것은? [4.2점]
h1:original/high/h1/2mid/21_팔마고_2학기_중간_고1_기출.js_8,original/high/h1/2mid/21_팔마고_2학기_중간_고1_기출.js_8,H15-SB-03,H15-SB-03-COMPOSITE_FUNCTION,ABSENT,,ABSENT,ABSENT,PRIORITY_2_GRAPH_SUBUNIT_CANDIDATE,5,graph-subunit,UNADJUDICATED,PENDING_INDEPENDENT_TRIAGE,NO,"$f(x)=3x+2$, $g(x)=-3x+1$이고 $(f\circ g^{-1})(a)=8$일 때 $a$는? [4.6점]"
h1:original/high/h1/2mid/21_팔마고_2학기_중간_고1_기출.js_9,original/high/h1/2mid/21_팔마고_2학기_중간_고1_기출.js_9,H15-SB-03,H15-SB-03-FUNCTION_RELATION,ABSENT,,ABSENT,ABSENT,TRIAGE_NO_GRAPH_SIGNAL,0,,UNADJUDICATED,PENDING_INDEPENDENT_TRIAGE,NO,"집합 $X=\{1,2,3\}$에 대하여 $X$에서 $X$로의 함수 $f,g,h$가 다음 조건을 만족시킨다. [4.6점]\n(가) $f(x)$는 일대일대응, $g(x)$는 항등함수, $h(x)$는 상수함수이다.\n(나) $f(3)=g(2)=h(1)$\n(다) $f(1)+g(1)=2h(1)$\n이때 $f(2)+g(3)-h(2)$의 값을 구하면?"
h1:original/high/h1/2mid/21_효천고_2학기_중간_고1_기출.js_1,original/high/h1/2mid/21_효천고_2학기_중간_고1_기출.js_1,H15-SB-03,H15-SB-03-FUNCTION_RELATION,PRESENT,,PRESENT,ABSENT,PRIORITY_1_GRAPH_GAP_CANDIDATE,10,explicit-graph|problem-image,UNADJUDICATED,PENDING_INDEPENDENT_TRIAGE,NO,그림의 함수 $f:X\to X$에서 $f(2)$의 값은? [5.3점]
h1:original/high/h1/2mid/21_효천고_2학기_중간_고1_기출.js_10,original/high/h1/2mid/21_효천고_2학기_중간_고1_기출.js_10,H15-SB-03,H15-SB-03-FUNCTION_RELATION,ABSENT,,ABSENT,ABSENT,TRIAGE_NO_GRAPH_SIGNAL,0,,UNADJUDICATED,PENDING_INDEPENDENT_TRIAGE,NO,$f(x)$가 자연수 $x$의 양의 약수 개수일 때 $f(2)+f(3)+\cdots+f(11)$은? [4.4점]
h1:original/high/h1/2mid/21_효천고_2학기_중간_고1_기출.js_15,original/high/h1/2mid/21_효천고_2학기_중간_고1_기출.js_15,H15-SB-03,H15-SB-03-INVERSE_FUNCTION,ABSENT,,ABSENT,ABSENT,TRIAGE_NO_GRAPH_SIGNAL,0,,UNADJUDICATED,PENDING_INDEPENDENT_TRIAGE,NO,"집합 $X=\{1,2,3,4\}$에 대하여 두 함수 $f:X\to X$, $g:X\to X$는 각각 역함수가 존재하고 다음 조건을 만족시킨다. <div class=""note-box"">(가) $f^{-1}(2)+g(2)=7$<br>(나) $f^{-1}(g(2))+g(f^{-1}(2))=6$</div> $f(4)+g(1)$의 최솟값은? [3.9점]"
h1:original/high/h1/2mid/21_효천고_2학기_중간_고1_기출.js_18,original/high/h1/2mid/21_효천고_2학기_중간_고1_기출.js_18,H15-SB-03,H15-SB-03-COMPOSITE_FUNCTION,ABSENT,,ABSENT,ABSENT,PRIORITY_2_GRAPH_SUBUNIT_CANDIDATE,5,graph-subunit,UNADJUDICATED,PENDING_INDEPENDENT_TRIAGE,NO,"집합 $X=\{x\mid0\le x\le4\}$에서 $X$로의 함수 $y=f(x)$가 $f(x)=\begin{cases}4x(2-x)&(0\le x<2)\\-2|x-3|+2&(2\le x\le4)\end{cases}$ 로 정의될 때, 방정식 $f(x)=4-(f\circ f)(x)$의 서로 다른 모든 실근의 합은? [3.5점]"
h1:original/high/h1/2mid/21_효천고_2학기_중간_고1_기출.js_21,original/high/h1/2mid/21_효천고_2학기_중간_고1_기출.js_21,H15-SB-03,H15-SB-03-INVERSE_FUNCTION,ABSENT,,ABSENT,ABSENT,TRIAGE_NO_GRAPH_SIGNAL,0,,UNADJUDICATED,PENDING_INDEPENDENT_TRIAGE,NO,"[서술형 3] $X=\{1,2,3,4\}$에서 $f(1)=1,f(2)=4,f(3)=3+a,f(4)=4+a$이고 역함수가 존재할 때 $a$를 구하시오. [5점]"
h1:original/high/h1/2mid/21_효천고_2학기_중간_고1_기출.js_7,original/high/h1/2mid/21_효천고_2학기_중간_고1_기출.js_7,H15-SB-03,H15-SB-03-COMPOSITE_FUNCTION,ABSENT,,ABSENT,ABSENT,PRIORITY_2_GRAPH_SUBUNIT_CANDIDATE,5,graph-subunit,UNADJUDICATED,PENDING_INDEPENDENT_TRIAGE,NO,"두 함수 $f,g$가 $f(x)=2x-4$, $g(x)=\dfrac12x-1$일 때, 다음은 $(g\circ f)^{-1}$과 $f^{-1}\circ g^{-1}$을 구하여 비교하는 과정이다. (i) $(g\circ f)(x)=g(f(x))=g(2x-4)=$ (가), $(g\circ f)^{-1}(x)=$ (나) (ii) $f^{-1}(x)=\dfrac12x+2$, $g^{-1}(x)=$ (다)이므로 $(f^{-1}\circ "
h1:original/high/h1/2mid/21_효천고_2학기_중간_고1_기출.js_9,original/high/h1/2mid/21_효천고_2학기_중간_고1_기출.js_9,H15-SB-03,H15-SB-03-FUNCTION_RELATION,ABSENT,,ABSENT,ABSENT,TRIAGE_NO_GRAPH_SIGNAL,0,,UNADJUDICATED,PENDING_INDEPENDENT_TRIAGE,NO,"$X=[-1,0]$에서 $f(x)=-x^2+2ax+b$가 $X$에서 $X$로의 일대일대응일 때 $a+b$는? (단, $a\ne0$) [4.5점]"
h1:original/high/h1/2mid/22_강남여고_2학기_중간_고1_기출.js_12,original/high/h1/2mid/22_강남여고_2학기_중간_고1_기출.js_12,H15-SB-03,H15-SB-03-COMPOSITE_FUNCTION,ABSENT,,ABSENT,ABSENT,PRIORITY_2_GRAPH_RELATION_CANDIDATE,7,graph-subunit|graph-relation,UNADJUDICATED,PENDING_INDEPENDENT_TRIAGE,NO,"$X=\{1,2,3,4\}$에 대하여 $X$에서 $X$로의 두 함수 $f,g$가 일대일대응이고, $f(1)=4$, $g(1)=1$, $g(2)=3$, $(g\circ f)(4)=4$, $(g\circ f)(2)=3$일 때, $f(2)+g(3)$의 값은? [4.3점]"
h1:original/high/h1/2mid/22_강남여고_2학기_중간_고1_기출.js_17,original/high/h1/2mid/22_강남여고_2학기_중간_고1_기출.js_17,H15-SB-03,H15-SB-03-INVERSE_FUNCTION,ABSENT,,ABSENT,ABSENT,TRIAGE_NO_GRAPH_SIGNAL,0,,UNADJUDICATED,PENDING_INDEPENDENT_TRIAGE,NO,"집합 $X=\{a,b,c,d,e\}$에 대하여 함수 $f:X\to X$가 일대일대응이고 $f(a)=f^{-1}(a)$를 만족시킬 때, 함수 $f$의 개수는? [4.7점]"
h1:original/high/h1/2mid/22_강남여고_2학기_중간_고1_기출.js_19,original/high/h1/2mid/22_강남여고_2학기_중간_고1_기출.js_19,H15-SB-03,H15-SB-03-COMPOSITE_FUNCTION,PRESENT,,PRESENT,ABSENT,PRIORITY_1_GRAPH_GAP_CANDIDATE,10,explicit-graph|problem-image,UNADJUDICATED,PENDING_INDEPENDENT_TRIAGE,NO,"함수 $y=f(x)$의 그래프가 그림과 같을 때, 부등식 $f(f(x))\le0$을 만족시키는 정수 $x$값의 합은? [5.1점]"
h1:original/high/h1/2mid/22_강남여고_2학기_중간_고1_기출.js_20,original/high/h1/2mid/22_강남여고_2학기_중간_고1_기출.js_20,H15-SB-03,H15-SB-03-FUNCTION_RELATION,PRESENT,,PRESENT,ABSENT,PRIORITY_1_GRAPH_GAP_CANDIDATE,10,explicit-graph|problem-image,UNADJUDICATED,PENDING_INDEPENDENT_TRIAGE,NO,"양수 $a$에 대하여 이차함수 $f(x)=x^2-2ax$의 그래프와 직선 $g(x)=\frac1a x$가 두 점 $O,A$에서 만난다. 이차함수의 꼭짓점을 $B$, 선분 $AB$의 중점을 $C$라 하고 $C$에서 $y$축에 내린 수선의 발을 $H$라 할 때, $CH$의 길이의 최솟값은? [5.2점]"
h1:original/high/h1/2mid/22_강남여고_2학기_중간_고1_기출.js_21,original/high/h1/2mid/22_강남여고_2학기_중간_고1_기출.js_21,H15-SB-03,H15-SB-03-COMPOSITE_FUNCTION,ABSENT,,ABSENT,ABSENT,PRIORITY_2_GRAPH_SUBUNIT_CANDIDATE,5,graph-subunit,UNADJUDICATED,PENDING_INDEPENDENT_TRIAGE,NO,"[서술형 1] 두 함수 $f(x)=ax+b$, $g(x)=2x+a$가 $(f\circ g)(x)=4x+3$을 만족할 때, $f^{-1}(3)$의 값을 구하시오. [4점]"
h1:original/high/h1/2mid/22_강남여고_2학기_중간_고1_기출.js_24,original/high/h1/2mid/22_강남여고_2학기_중간_고1_기출.js_24,H15-SB-03,H15-SB-03-COMPOSITE_FUNCTION,ABSENT,,ABSENT,ABSENT,PRIORITY_2_GRAPH_SUBUNIT_CANDIDATE,5,graph-subunit,UNADJUDICATED,PENDING_INDEPENDENT_TRIAGE,NO,"[서술형 4] $f(x)=\begin{cases}x^2+1&(x\ge0)\\x+1&(x<0)\end{cases}$, $g(x)=x+3$에 대하여 $h=f^{-1}\circ g\circ f$로 정의할 때, $h(-1)+h(-4)$의 값을 구하시오. [6점]"
h1:original/high/h1/2mid/22_강남여고_2학기_중간_고1_기출.js_3,original/high/h1/2mid/22_강남여고_2학기_중간_고1_기출.js_3,H15-SB-03,H15-SB-03-FUNCTION_RELATION,ABSENT,,ABSENT,ABSENT,TRIAGE_NO_GRAPH_SIGNAL,0,,UNADJUDICATED,PENDING_INDEPENDENT_TRIAGE,NO,"정의역이 집합 $X=\{-1,0,a\}$인 두 함수 $f(x)=x^2+2x$, $g(x)=x^3$에 대하여 $f=g$일 때, 상수 $a$의 값은? (단, $n(X)=3$) [3점]"
h1:original/high/h1/2mid/22_강남여고_2학기_중간_고1_기출.js_4,original/high/h1/2mid/22_강남여고_2학기_중간_고1_기출.js_4,H15-SB-03,H15-SB-03-INVERSE_FUNCTION,ABSENT,,ABSENT,ABSENT,TRIAGE_NO_GRAPH_SIGNAL,0,,UNADJUDICATED,PENDING_INDEPENDENT_TRIAGE,NO,"함수 $f(x)=ax+b$가 $f(1)=-1$, $f^{-1}(5)=3$을 만족시킬 때, $f(2)$를 구하면? [3.2점]"
h1:original/high/h1/2mid/22_금당고_2학기_중간_고1_기출.js_1,original/high/h1/2mid/22_금당고_2학기_중간_고1_기출.js_1,H15-SB-03,H15-SB-03-FUNCTION_RELATION,PRESENT,,PRESENT,ABSENT,TRIAGE_NO_GRAPH_SIGNAL,0,,UNADJUDICATED,PENDING_INDEPENDENT_TRIAGE,NO,다음 대응 중 $X$에서 $Y$로의 함수인 것은? [3.8점]
h1:original/high/h1/2mid/22_금당고_2학기_중간_고1_기출.js_11,original/high/h1/2mid/22_금당고_2학기_중간_고1_기출.js_11,H15-SB-03,H15-SB-03-COMPOSITE_FUNCTION,ABSENT,,ABSENT,ABSENT,PRIORITY_2_GRAPH_SUBUNIT_CANDIDATE,5,graph-subunit,UNADJUDICATED,PENDING_INDEPENDENT_TRIAGE,NO,"두 함수 $f(x)=x^2-6x$, $g(x)=|x-3|$에 대하여 방정식 $f(g(x))=g(x)$의 모든 실근의 합은? [4.2점]"
h1:original/high/h1/2mid/22_금당고_2학기_중간_고1_기출.js_12,original/high/h1/2mid/22_금당고_2학기_중간_고1_기출.js_12,H15-SB-03,H15-SB-03-FUNCTION_RELATION,ABSENT,,ABSENT,ABSENT,TRIAGE_NO_GRAPH_SIGNAL,0,,UNADJUDICATED,PENDING_INDEPENDENT_TRIAGE,NO,"정의역이 자연수 전체의 집합이고 공역이 실수 전체의 집합인 함수 $f$가 다음 조건을 만족시킨다. (가) $p$가 소수이면 $f(p)=3p$ (나) 임의의 자연수 $m,n$에 대하여 $f(mn)=f(m)+f(n)$ 이때 $f(432)$의 값을 구하면? [4.4점]"
h1:original/high/h1/2mid/22_금당고_2학기_중간_고1_기출.js_17,original/high/h1/2mid/22_금당고_2학기_중간_고1_기출.js_17,H15-SB-03,H15-SB-03-FUNCTION_RELATION,ABSENT,,ABSENT,ABSENT,TRIAGE_NO_GRAPH_SIGNAL,0,,UNADJUDICATED,PENDING_INDEPENDENT_TRIAGE,NO,"$f(0)=1$인 이차함수 $f(x)$에 대하여 실수 전체의 집합에서 정의된 함수 $g(x)$를 $g(x)=\begin{cases}f(x)&(x\le1)\\|f(x)-6|&(x\gt1)\end{cases}$라 하자. 함수 $g(x)$가 일대일대응일 때, $g(1)+g(2)$의 값은? [4.6점]"
h1:original/high/h1/2mid/22_금당고_2학기_중간_고1_기출.js_20,original/high/h1/2mid/22_금당고_2학기_중간_고1_기출.js_20,H15-SB-03,H15-SB-03-INVERSE_FUNCTION,ABSENT,,ABSENT,ABSENT,PRIORITY_1_EXPLICIT_GRAPH_CANDIDATE,8,explicit-graph,UNADJUDICATED,PENDING_INDEPENDENT_TRIAGE,NO,"[서술형 1] 함수 $f(x)=x^2+\dfrac74$ $(x\ge0)$에 대하여 $y=f(x)$의 그래프와 그 역함수 $y=f^{-1}(x)$의 그래프가 직선 $y=-x+k$와 만나는 두 점을 각각 $A,B$라 하자. 선분 $AB$의 길이가 최소가 될 때, 삼각형 $OAB$의 넓이를 구하는 과정을 서술하시오. (단, $k$는 $\dfrac74$ 이상인 상수이고, $O$는 원점이다.) [10점]"
h1:original/high/h1/2mid/22_금당고_2학기_중간_고1_기출.js_21,original/high/h1/2mid/22_금당고_2학기_중간_고1_기출.js_21,H15-SB-03,H15-SB-03-FUNCTION_RELATION,ABSENT,,ABSENT,ABSENT,TRIAGE_NO_GRAPH_SIGNAL,0,,UNADJUDICATED,PENDING_INDEPENDENT_TRIAGE,NO,"[서술형 2] $a\gt0$인 실수와 자연수 $b$에 대하여 세 집합 $A=\{(x,y)\mid y=x, y=x^2-x-3\}$, $B=\{(x,y)\mid y=x, (x-2a)^2+(y-a)^2=a^2\}$, $C=\{(x,y)\mid y=x, y=|bx+3-3b|\}$가 있다. $n(A\cup B\cup C)=3$일 때, $a+b$의 값을 구하는 과정을 서술하시오. [10점]"
h1:original/high/h1/2mid/22_금당고_2학기_중간_고1_기출.js_6,original/high/h1/2mid/22_금당고_2학기_중간_고1_기출.js_6,H15-SB-03,H15-SB-03-INVERSE_FUNCTION,ABSENT,,ABSENT,ABSENT,TRIAGE_NO_GRAPH_SIGNAL,0,,UNADJUDICATED,PENDING_INDEPENDENT_TRIAGE,NO,"함수 $f(x)=2x+a$에 대하여 $f^{-1}(0)=1$일 때, 상수 $a$의 값은? [4점]"
h1:original/high/h1/2mid/22_금당고_2학기_중간_고1_기출.js_9,original/high/h1/2mid/22_금당고_2학기_중간_고1_기출.js_9,H15-SB-03,H15-SB-03-COMPOSITE_FUNCTION,ABSENT,,ABSENT,ABSENT,PRIORITY_2_GRAPH_SUBUNIT_CANDIDATE,5,graph-subunit,UNADJUDICATED,PENDING_INDEPENDENT_TRIAGE,NO,"두 함수 $f(x)=2x+4$, $g(x)=x+1$에 대하여 $(f\circ g)(a)=-4$가 성립할 때, 상수 $a$의 값은? [4.2점]"
h1:original/high/h1/2mid/22_매산고_2학기_중간_고1_기출.js_10,original/high/h1/2mid/22_매산고_2학기_중간_고1_기출.js_10,H15-SB-03,H15-SB-03-INVERSE_FUNCTION,ABSENT,,ABSENT,ABSENT,TRIAGE_NO_GRAPH_SIGNAL,0,,UNADJUDICATED,PENDING_INDEPENDENT_TRIAGE,NO,"실수 전체의 집합 $R$에서 $R$로 정의된 함수 $f(x)=-4ax-5+|x-3|$의 역함수가 존재할 때, 실수 $a$의 값이 될 수 없는 것을 고르면? [4.7점]"
h1:original/high/h1/2mid/22_매산고_2학기_중간_고1_기출.js_11,original/high/h1/2mid/22_매산고_2학기_중간_고1_기출.js_11,H15-SB-03,H15-SB-03-FUNCTION_RELATION,ABSENT,,ABSENT,ABSENT,TRIAGE_NO_GRAPH_SIGNAL,0,,UNADJUDICATED,PENDING_INDEPENDENT_TRIAGE,NO,"자연수 $n$에 대하여 $n^3$의 일의 자리를 $f(n)$이라 하자. 집합 $A=\{x\mid x=f(k)\}$ (단, $k$는 자연수)의 원소의 합을 $\alpha$라 할 때, $\alpha+n(A)$의 값은? [4.8점]"
h1:original/high/h1/2mid/22_매산고_2학기_중간_고1_기출.js_14,original/high/h1/2mid/22_매산고_2학기_중간_고1_기출.js_14,H15-SB-03,H15-SB-03-FUNCTION_RELATION,ABSENT,,ABSENT,ABSENT,PRIORITY_1_EXPLICIT_GRAPH_CANDIDATE,8,explicit-graph,UNADJUDICATED,PENDING_INDEPENDENT_TRIAGE,NO,"정의역이 실수 전체의 집합인 함수 $f(x)$가 임의의 두 실수 $a,b$에 대하여 등식 $f(a+b)+f(a-b)=2f(a)+2f(b)$를 만족시킨다. 보기에서 옳은 것만을 있는 대로 고른 것은? (단, $f(x)$는 상수함수가 아니다.) [4.9점] ㄱ. $f(0)=0$ ㄴ. $f(x)$의 그래프는 $y$축 대칭이다. ㄷ. $f(1)=4$이면 $f(2^{10})=2^{20}$이다."
h1:original/high/h1/2mid/22_매산고_2학기_중간_고1_기출.js_15,original/high/h1/2mid/22_매산고_2학기_중간_고1_기출.js_15,H15-SB-03,H15-SB-03-COMPOSITE_FUNCTION,ABSENT,,ABSENT,ABSENT,PRIORITY_1_EXPLICIT_GRAPH_CANDIDATE,8,explicit-graph,UNADJUDICATED,PENDING_INDEPENDENT_TRIAGE,NO,"함수 $f(x)=\begin{cases}x&(x\lt2)\\-\frac14x+\frac52&(x\ge2)\end{cases}$에 대하여 합성함수 $y=(f\circ f)(x)$의 그래프가 이차함수 $y=-2x^2+8x+a$의 그래프와 오직 한 점에서 만날 때, 상수 $a$의 값을 구하면? [5점]"
h1:original/high/h1/2mid/22_매산고_2학기_중간_고1_기출.js_16,original/high/h1/2mid/22_매산고_2학기_중간_고1_기출.js_16,H15-SB-03,H15-SB-03-INVERSE_FUNCTION,ABSENT,,ABSENT,ABSENT,PRIORITY_1_EXPLICIT_GRAPH_CANDIDATE,8,explicit-graph,UNADJUDICATED,PENDING_INDEPENDENT_TRIAGE,NO,"[단답형 1] 일차함수 $f(x)$의 역함수를 $g(x)$라 할 때, $y=f(3x-4)$의 역함수를 $g(x)$에 대한 식으로 나타내면 $y=ag(x)+b$이다. 상수 $a,b$에 대하여 $ab$의 값을 구하시오. [4점]"
h1:original/high/h1/2mid/22_매산고_2학기_중간_고1_기출.js_18,original/high/h1/2mid/22_매산고_2학기_중간_고1_기출.js_18,H15-SB-03,H15-SB-03-INVERSE_FUNCTION,ABSENT,,ABSENT,ABSENT,TRIAGE_NO_GRAPH_SIGNAL,0,,UNADJUDICATED,PENDING_INDEPENDENT_TRIAGE,NO,"[단답형 3] 모든 실수 $a,b$에 대하여 함수 $f(x)$가 $f(a)f(b)=f(a+b)$를 만족시킬 때, $y=f(x)$의 역함수 $y=g(x)$의 성질로 옳은 것만을 있는 대로 고르시오. (단, $f(x)\gt0,p\gt0,q\gt0$)[6점] ㄱ. $g(1)=0$ ㄴ. $g(p)+g(q)=g(pq)$ ㄷ. $g(p^2)=2g(p)$ "
h1:original/high/h1/2mid/22_매산고_2학기_중간_고1_기출.js_2,original/high/h1/2mid/22_매산고_2학기_중간_고1_기출.js_2,H15-SB-03,H15-SB-03-FUNCTION_RELATION,ABSENT,,ABSENT,ABSENT,TRIAGE_NO_GRAPH_SIGNAL,0,,UNADJUDICATED,PENDING_INDEPENDENT_TRIAGE,NO,"집합 $X=\{-1,0,1\}$을 정의역으로 하는 두 함수 $f(x)=x^3+ax$, $g(x)=2x+b$에 대하여 $f=g$이다. 이때 상수 $a,b$에 대하여 $a^2-b^2$의 값은? [3.5점]"
h1:original/high/h1/2mid/22_매산고_2학기_중간_고1_기출.js_20,original/high/h1/2mid/22_매산고_2학기_중간_고1_기출.js_20,H15-SB-03,H15-SB-03-COMPOSITE_FUNCTION,PRESENT,,PRESENT,ABSENT,PRIORITY_1_GRAPH_GAP_CANDIDATE,10,explicit-graph|problem-image,UNADJUDICATED,PENDING_INDEPENDENT_TRIAGE,NO,"[서술형 2] 그림과 같이 한 변의 길이가 $1$인 정육각형 $ABCDEF$가 있다. 점 $P$는 점 $A$에서 출발하여 점 $F$까지 화살표 방향으로 정육각형 $ABCDEF$의 변을 따라 움직인다. 점 $P$가 점 $A$로부터 움직인 거리가 $x$ ($0\lt x\lt5$)일 때, 삼각형 $PFA$의 넓이를 $f(x)$라 하자. 함수 $f(x)$에 대하여 $(f\circ f)(a)=\frac7{32}$인 모든 실수 $a$의 "
h1:original/high/h1/2mid/22_매산고_2학기_중간_고1_기출.js_5,original/high/h1/2mid/22_매산고_2학기_중간_고1_기출.js_5,H15-SB-03,H15-SB-03-COMPOSITE_FUNCTION,ABSENT,,ABSENT,ABSENT,PRIORITY_2_GRAPH_SUBUNIT_CANDIDATE,5,graph-subunit,UNADJUDICATED,PENDING_INDEPENDENT_TRIAGE,NO,"두 함수 $f(x)=x+2$, $g(x)=-3x+2$에 대하여 $(f\circ g)(2)+(g\circ f)(-2)$의 값을 구하면? [3.9점]"
h1:original/high/h1/2mid/22_매산고_2학기_중간_고1_기출.js_8,original/high/h1/2mid/22_매산고_2학기_중간_고1_기출.js_8,H15-SB-03,H15-SB-03-FUNCTION_RELATION,ABSENT,,ABSENT,ABSENT,TRIAGE_NO_GRAPH_SIGNAL,0,,UNADJUDICATED,PENDING_INDEPENDENT_TRIAGE,NO,실수 전체의 집합에서 정의된 함수 $f(x)=\begin{cases}x^2-2&(x\ge0)\\(a+3)x+b&(x\lt0)\end{cases}$가 일대일대응이 되도록 하는 $a-b$의 범위는? [4.4점]
h1:original/high/h1/2mid/22_매산고_2학기_중간_고1_기출.js_9,original/high/h1/2mid/22_매산고_2학기_중간_고1_기출.js_9,H15-SB-03,H15-SB-03-FUNCTION_RELATION,PRESENT,,PRESENT,ABSENT,PRIORITY_1_GRAPH_GAP_CANDIDATE,10,explicit-graph|problem-image,UNADJUDICATED,PENDING_INDEPENDENT_TRIAGE,NO,"$0\le x\le3$에서 정의된 함수 $y=f(x)$의 그래프가 오른쪽 그림과 같고, $f^1=f$, $f^{n+1}=f\circ f^n$으로 정의할 때, $f^{104}(1)+f^{203}(1)+f^{301}(1)$의 값을 구하면? [4.6점]"
h1:original/high/h1/2mid/22_복성고_2학기_중간_고1_기출.js_10,original/high/h1/2mid/22_복성고_2학기_중간_고1_기출.js_10,H15-SB-03,H15-SB-03-COMPOSITE_FUNCTION,ABSENT,,ABSENT,ABSENT,PRIORITY_2_GRAPH_SUBUNIT_CANDIDATE,5,graph-subunit,UNADJUDICATED,PENDING_INDEPENDENT_TRIAGE,NO,"세 함수 $f,g,h$에 대하여 $f(x)=2x$, $(h\circ g)(x)=\dfrac12x-1$일 때, $(h\circ(g\circ f))(3)$의 값은? [4.2점]"
h1:original/high/h1/2mid/22_복성고_2학기_중간_고1_기출.js_12,original/high/h1/2mid/22_복성고_2학기_중간_고1_기출.js_12,H15-SB-03,H15-SB-03-COMPOSITE_FUNCTION,PRESENT,,PRESENT,ABSENT,PRIORITY_1_GRAPH_GAP_CANDIDATE,10,explicit-graph|problem-image,UNADJUDICATED,PENDING_INDEPENDENT_TRIAGE,NO,"그림은 직선 $y=x$와 $x\ge0$에서 정의된 두 함수 $y=f(x)$, $y=g(x)$의 그래프이다. 두 함수 $f,g$의 역함수가 존재할 때, $(g\circ(f\circ g)^{-1}\circ g)(c)$의 값은? (단, 모든 점선은 $x$축 또는 $y$축에 평행하다.) [4.3점]"
h1:original/high/h1/2mid/22_복성고_2학기_중간_고1_기출.js_13,original/high/h1/2mid/22_복성고_2학기_중간_고1_기출.js_13,H15-SB-03,H15-SB-03-INVERSE_FUNCTION,ABSENT,,ABSENT,ABSENT,PRIORITY_1_EXPLICIT_GRAPH_CANDIDATE,8,explicit-graph,UNADJUDICATED,PENDING_INDEPENDENT_TRIAGE,NO,"함수 $f(x)=3x^2+6x+2;(x\ge-1)$의 그래프와 그 역함수의 그래프가 두 점 $A,B$에서 만날 때, $\overline{AB}$의 길이는? [4.4점]"
h1:original/high/h1/2mid/22_복성고_2학기_중간_고1_기출.js_16,original/high/h1/2mid/22_복성고_2학기_중간_고1_기출.js_16,H15-SB-03,H15-SB-03-INVERSE_FUNCTION,ABSENT,,ABSENT,ABSENT,PRIORITY_1_EXPLICIT_GRAPH_CANDIDATE,8,explicit-graph,UNADJUDICATED,PENDING_INDEPENDENT_TRIAGE,NO,"일대일대응인 함수 $f(x)$의 역함수를 $g(x)$라 할 때, 함수 $f(3x-1)$의 역함수를 $g(x)$로 나타낸 것은? [4.5점]"
h1:original/high/h1/2mid/22_복성고_2학기_중간_고1_기출.js_19,original/high/h1/2mid/22_복성고_2학기_중간_고1_기출.js_19,H15-SB-03,H15-SB-03-FUNCTION_RELATION,PRESENT,,PRESENT,ABSENT,PRIORITY_1_GRAPH_GAP_CANDIDATE,10,explicit-graph|problem-image,UNADJUDICATED,PENDING_INDEPENDENT_TRIAGE,NO,"그림은 $0\le x\le5$에서 정의된 함수 $y=f(x)$의 그래프이다. $f^1(x)=f(x)$, $f^{n+1}(x)=(f\circ f^n)(x)$로 정의할 때, $f^{50}(1)+f^{100}(1)$의 값은? [4.6점]"
